name,rank,frequency
Seal,3946,8734
Mcnutt,3947,8732
Hoy,3948,8729
Hoyle,3949,8727
Fitzsimmons,3950,8726
Varghese,3951,8724
Salerno,3952,8723
Kidwell,3953,8720
Kirsch,3954,8714
Reimer,3955,8709
Gantt,3956,8707
Palacio,3957,8703
Nunley,3958,8692
Islas,3959,8686
Lapp,3960,8685
Runyon,3961,8683
Lapointe,3962,8678
Bedford,3963,8676
Harry,3964,8673
Borders,3965,8672
Mull,3966,8670
Simonson,3967,8669
Hawks,3968,8668
Sturgeon,3969,8665
Bratton,3970,8664
Galbraith,3970,8664
Ainsworth,3972,8662
Strom,3972,8662
Keaton,3974,8660
Garrido,3975,8659
Grice,3975,8659
Dallas,3977,8653
Mccutcheon,3977,8653
Worden,3977,8653
Ibanez,3980,8651
Rickard,3981,8650
Beattie,3982,8647
Durand,3982,8647
Madera,3984,8640
Wheaton,3985,8636
Bobo,3986,8634
Lehmann,3986,8634
Derrick,3988,8633
Taft,3989,8632
Canady,3990,8631
Merrell,3990,8631
Lawless,3992,8628
Forster,3993,8627
Aguiar,3994,8626
Jara,3994,8626
Pond,3996,8625
Coble,3997,8623
Neill,3997,8623
Neuman,3999,8620
Parada,4000,8619
Florence,4001,8618
Tenorio,4002,8617
Popp,4003,8615
Crutchfield,4004,8614
Morel,4004,8614
Uddin,4006,8610
Showalter,4007,8603
Tennant,4008,8601
Keeney,4009,8599
Packer,4010,8597
Cordell,4011,8592
Sweat,4012,8591
Burney,4013,8588
Buford,4014,8587
Deanda,4014,8587
Biddle,4016,8580
Burnside,4016,8580
Barnhill,4018,8577
Gaddis,4019,8573
Strain,4020,8567
Boothe,4021,8565
Eads,4022,8558
Scully,4023,8556
Valverde,4023,8556
Laster,4025,8553
Aiello,4026,8552
Yeung,4026,8552
Beall,4028,8550
Hoppe,4028,8550
Dugger,4030,8547
Farrington,4030,8547
Outlaw,4030,8547
Clarkson,4033,8544
Rauch,4034,8541
Leong,4035,8540
Ridgeway,4035,8540
Peace,4037,8538
Hylton,4038,8536
Whyte,4038,8536
Archibald,4040,8535
Wen,4040,8535
Mullis,4042,8534
Lazaro,4043,8531
Goebel,4044,8527
Landon,4044,8527
Stubblefield,4044,8527
Jaquez,4047,8525
Basham,4048,8516
Rodarte,4048,8516
Cousins,4050,8515
Embry,4051,8511
Calkins,4052,8510
Chi,4052,8510
Pitt,4052,8510
Tijerina,4055,8507
Bourque,4056,8506
Mcclintock,4056,8506
Loy,4058,8495
Buffington,4059,8484
Mathias,4060,8481
Pelayo,4060,8481
Volk,4060,8481
Moy,4063,8480
Rau,4063,8480
Breedlove,4065,8477
Plascencia,4065,8477
Haase,4067,8475
Himes,4067,8475
Mazur,4069,8474
Santoyo,4070,8471
Teal,4071,8465
Clouse,4072,8456
Chew,4073,8455
Gough,4073,8455
Vickery,4075,8454
Oviedo,4076,8452
Putman,4077,8445
Ritchey,4078,8442
Shanahan,4078,8442
Rashid,4080,8441
Conover,4081,8437
Halstead,4082,8427
Iniguez,4083,8423
Blackwood,4084,8422
Goble,4085,8415
Hoke,4085,8415
Ammons,4087,8413
Frame,4087,8413
Sigler,4087,8413
Slattery,4087,8413
Hamblin,4091,8410
Mcvey,4091,8410
Cady,4093,8408
Martel,4094,8406
Brill,4095,8402
Bartels,4096,8401
Htoo,4097,8400
Langdon,4097,8400
Zink,4099,8398
Faircloth,4100,8397
Pickard,4100,8397
Schulze,4102,8395
Hermann,4103,8394
Cathey,4104,8393
Robinette,4104,8393
Colley,4106,8392
Dodds,4107,8386
Miramontes,4107,8386
Sheikh,4109,8383
Barnette,4110,8382
Merriman,4111,8380
Schiller,4112,8378
Tully,4112,8378
Foltz,4114,8374
Kwan,4115,8373
Covey,4116,8371
Monge,4116,8371
Fredrickson,4118,8368
Gallant,4119,8365
Holly,4119,8365
Marquardt,4119,8365
Jobe,4122,8360
Clausen,4123,8358
Munn,4124,8356
Lea,4125,8351
Partida,4126,8346
Arguello,4127,8345
You,4128,8344
Provost,4129,8342
Register,4129,8342
Merrick,4131,8336
Kovach,4132,8335
Sabo,4133,8331
Bratcher,4134,8328
Pollack,4135,8326
Boss,4136,8324
Wofford,4137,8320
Back,4138,8316
Ramsay,4138,8316
Kee,4140,8314
Greenlee,4141,8306
Worthy,4142,8305
Tomas,4143,8301
Candelaria,4144,8299
Avina,4145,8297
Jankowski,4146,8287
Pang,4147,8284
Gayle,4148,8282
Bannister,4149,8281
Wimberly,4150,8279
Samples,4151,8278
Peebles,4152,8274
Goad,4153,8266
Forsyth,4154,8265
Freedman,4155,8251
Romeo,4156,8249
Southard,4157,8246
Zayas,4157,8246
Kaye,4159,8244
Castellon,4160,8241
Arsenault,4161,8240
Mount,4161,8240
Purnell,4163,8238
Pannell,4164,8233
Lovejoy,4165,8231
Dagostino,4166,8230
Raney,4167,8229
Spalding,4168,8228
Goforth,4169,8226
Szymanski,4169,8226
Belt,4171,8223
Sander,4172,8221
Klinger,4173,8218
Bergstrom,4174,8214
Lightfoot,4174,8214
Quevedo,4174,8214
Louie,4177,8210
Montelongo,4177,8210
Montemayor,4177,8210
Belton,4180,8208
Molnar,4181,8207
Marquis,4182,8206
Gilbertson,4183,8205
Shuman,4184,8204
Maestas,4185,8203
Howland,4186,8201
Fleck,4187,8200
Freeland,4188,8195
Shorter,4189,8194
Ricker,4190,8184
Arora,4191,8183
Cave,4192,8181
Wild,4192,8181
Matheny,4194,8180
Wozniak,4195,8177
Bianchi,4196,8175
Santacruz,4196,8175
Varney,4198,8173
Baeza,4199,8170
Kelso,4200,8169
Lian,4201,8168
Gall,4202,8167
Hutchings,4203,8161
Santoro,4203,8161
Teran,4205,8159
Atwell,4206,8157
Hales,4206,8157
Qiu,4206,8157
Calabrese,4209,8156
Grabowski,4210,8150
Hiller,4210,8150
Weatherford,4210,8150
Almaraz,4213,8149
Fuqua,4214,8148
Winstead,4214,8148
Creel,4216,8147
Gurley,4216,8147
Rey,4216,8147
Toussaint,4219,8143
Turnbull,4219,8143
Dayton,4221,8138
Hua,4221,8138
Fortin,4223,8137
Doucette,4224,8132
Bunting,4225,8120
Samaniego,4226,8118
Trice,4227,8110
Griego,4228,8102
Piazza,4229,8099
Sherrod,4229,8099
Vetter,4231,8098
Dupuis,4232,8094
Begley,4233,8092
Leo,4233,8092
Patil,4235,8091
Ives,4236,8090
Redmon,4237,8089
Welker,4238,8088
Lanning,4239,8087
Iqbal,4240,8086
Harbin,4241,8083
Ulmer,4242,8081
Wick,4243,8080
Akin,4244,8079
Mclendon,4244,8079
Cade,4246,8077
Burley,4247,8075
Lemay,4248,8073
Dykstra,4249,8071
Steinmetz,4250,8070
Greiner,4251,8069
Craddock,4252,8068
Rayburn,4253,8067
Batson,4254,8064
Sarabia,4254,8064
Sharkey,4256,8059
Shifflett,4257,8058
Coppola,4258,8050
Phung,4258,8050
Geer,4260,8049
Gorham,4260,8049
Flanders,4262,8047
Sandlin,4263,8046
Whitcomb,4263,8046
Coons,4265,8041
Held,4266,8038
Gatewood,4267,8035
Ridenour,4268,8034
Fullerton,4269,8033
Sorrell,4269,8033
Unruh,4269,8033
Lieberman,4272,8032
Slagle,4272,8032
Spring,4274,8031
Keel,4275,8027
Conte,4276,8026
Juan,4277,8025
Gong,4278,8018
Loftus,4279,8015
Bandy,4280,8014
Carpio,4281,8012
Lovato,4281,8012
Armijo,4283,8009
Batts,4283,8009
Rousseau,4283,8009
Shumaker,4283,8009
Petrie,4287,8007
Brittain,4288,8005
Carden,4289,8004
Herbst,4290,8002
Encarnacion,4291,7999
Casteel,4292,7996
Wingate,4292,7996
Heinz,4294,7992
Withrow,4294,7992
Magallanes,4296,7990
Weimer,4297,7989
La,4298,7987
Lister,4299,7985
Bazan,4300,7983
Gonsalves,4300,7983
Mosier,4302,7981
Macedo,4303,7980
Mccaffrey,4303,7980
Cochrane,4305,7978
Meneses,4306,7976
Mccreary,4307,7974
Earle,4308,7973
Hundley,4309,7970
Swope,4309,7970
Cruse,4311,7969
Ferrari,4311,7969
Schreiner,4313,7965
Bertram,4314,7961
Clapp,4314,7961
Couture,4316,7960
Kingsley,4317,7959
Southerland,4318,7956
Wentz,4319,7954
Villareal,4320,7952
Chavira,4321,7949
Houle,4322,7945
Armour,4323,7943
Mariscal,4323,7943
Paine,4325,7938
Rausch,4326,7937
Sells,4327,7925
Vanmeter,4327,7925
Autry,4329,7922
Guyton,4330,7921
Ketchum,4331,7918
Melchor,4331,7918
Manriquez,4333,7917
Ahern,4334,7916
Fusco,4335,7915
Covert,4336,7913
Mccorkle,4336,7913
Prewitt,4336,7913
Borja,4339,7912
Pinkerton,4339,7912
Dupre,4341,7910
Parisi,4342,7904
Tracey,4343,7903
Sturgill,4344,7900
Wegner,4345,7898
Kuo,4346,7896
Griffis,4347,7894
Seo,4348,7892
Shumate,4349,7889
Buckingham,4350,7888
Riddick,4351,7884
Asbury,4352,7881
Nathan,4353,7874
Jewett,4354,7873
Meeker,4355,7871
Leighton,4356,7868
Farah,4357,7867
Wentworth,4358,7866
Urias,4359,7865
True,4359,7865
Castleberry,4361,7860
Heinrich,4362,7858
Keeling,4363,7856
Bradbury,4364,7854
Cato,4365,7852
Pagano,4365,7852
Galan,4367,7849
Denham,4368,7846
Sandberg,4369,7845
Mowery,4370,7844
Clegg,4371,7843
Tamang,4372,7841
Turcios,4373,7840
Gainey,4374,7839
Seidel,4374,7839
Battaglia,4376,7838
Menchaca,4376,7838
Deboer,4378,7837
Kirkwood,4378,7837
Chism,4380,7835
Snipes,4381,7834
Olmstead,4382,7831
Scarbrough,4382,7831
Stinnett,4384,7828
Tamez,4384,7828
Weng,4384,7828
Lacroix,4387,7825
So,4388,7824
Arriola,4389,7823
Conaway,4389,7823
Fogarty,4391,7822
Fort,4392,7821
Macleod,4393,7819
Moen,4393,7819
Fries,4395,7818
Robson,4396,7817
Haggard,4397,7813
Kersey,4397,7813
Easterling,4399,7811
Scoggins,4399,7811
Coffin,4401,7810
Leclair,4401,7810
Gaddy,4403,7807
Sledge,4403,7807
Peterman,4405,7806
Hutto,4406,7799
Mercier,4406,7799
Sammons,4406,7799
Alejandro,4409,7798
Kish,4410,7796
Wilhite,4411,7794
Gillen,4412,7793
Marques,4413,7792
Mohammad,4413,7792
Palermo,4415,7791
Mcvay,4416,7789
Dion,4417,7787
Hutcheson,4417,7787
Desimone,4419,7786
Jenson,4419,7786
Mckoy,4421,7783
Pendergrass,4422,7781
Poore,4423,7780
Hargis,4424,7779
Restrepo,4425,7778
Williford,4426,7777
Monaco,4427,7773
Deyoung,4428,7769
Wasson,4429,7768
Mccue,4430,7766
Coronel,4431,7760
Damron,4431,7760
Greathouse,4433,7756
Logue,4433,7756
Cromwell,4435,7754
Zou,4435,7754
Ralph,4437,7753
Min,4438,7751
Hynes,4439,7750
Armstead,4440,7749
Johnsen,4441,7748
Collett,4442,7741
Partin,4442,7741
Faison,4444,7740
Bahr,4445,7735
Stallworth,4445,7735
Pinkston,4447,7733
Valenti,4448,7730
Badger,4449,7728
Clem,4449,7728
Hennessey,4451,7726
Caudle,4452,7724
Dvorak,4453,7723
Bianco,4454,7721
Geyer,4454,7721
Mclaurin,4454,7721
Tremblay,4457,7719
Bracken,4458,7717
Choe,4458,7717
Derosa,4460,7716
Wilt,4461,7715
Neri,4462,7714
Pulley,4463,7709
Criswell,4464,7708
Tillery,4465,7705
Monaghan,4466,7703
Wilbanks,4466,7703
Yuen,4468,7702
Magnuson,4469,7696
Landa,4470,7695
Ascencio,4471,7693
Martz,4471,7693
Weidner,4471,7693
Puentes,4474,7691
Grijalva,4475,7688
Blunt,4476,7685
Mustafa,4476,7685
Budd,4478,7684
Hefner,4479,7681
Lum,4479,7681
Nickel,4479,7681
Siler,4479,7681
Oden,4483,7678
Tilton,4484,7677
Cornish,4485,7676
Levi,4486,7673
Knowlton,4487,7672
Rhea,4488,7671
Pizarro,4489,7670
Blythe,4490,7669
Mcculloch,4491,7666
Sisco,4491,7666
Germain,4493,7665
Holcombe,4493,7665
Raber,4495,7664
Rohrer,4496,7663
Heil,4497,7662
Mohan,4498,7661
Wertz,4498,7661
Fredericks,4500,7660
Sides,4500,7660
Winfield,4500,7660
Monteiro,4503,7659
Sperry,4503,7659
Sayre,4505,7658
Enos,4506,7657
Ribeiro,4506,7657
Prosser,4508,7656
Appel,4509,7654
Hyland,4509,7654
Bogan,4511,7653
Hauck,4512,7650
Lundberg,4513,7647
Mahaffey,4514,7645
Sumpter,4514,7645
Eagle,4516,7644
Furr,4516,7644
Volpe,4518,7641
Atchison,4519,7640
Burchett,4520,7631
Prentice,4520,7631
Troy,4522,7626
Bounds,4523,7625
Sprouse,4524,7624
Kraemer,4525,7622
Freund,4526,7620
Mazza,4526,7620
Quesada,4528,7619
Colin,4529,7617
Loper,4530,7616
Earnest,4531,7614
Seiler,4531,7614
Vaca,4533,7613
Peak,4534,7610
Abrego,4535,7597
Schoen,4536,7596
Dai,4537,7595
Buxton,4538,7594
Shinn,4539,7593
Ginn,4540,7590
Hofer,4541,7588
Pastor,4541,7588
Testa,4543,7585
Velarde,4544,7583
Avelar,4545,7580
Mertz,4546,7579
Royster,4547,7576
Hutchens,4548,7575
Creamer,4549,7569
Buchholz,4550,7567
Towns,4550,7567
Bah,4552,7561
Bristol,4552,7561
Clemmons,4554,7559
Sparrow,4554,7559
Frasier,4556,7556
Barros,4557,7555
Denning,4558,7554
Mccallister,4559,7553
Eaves,4560,7551
Nemeth,4561,7549
Elliot,4562,7548
Teel,4563,7547
Talavera,4564,7545
Riordan,4565,7544
Hail,4566,7541
Hardison,4567,7539
Samuelson,4568,7534
Fellows,4569,7527
Cromer,4570,7522
Lilley,4571,7521
Kulkarni,4572,7515
Muro,4573,7510
Clanton,4574,7507
Shirk,4575,7506
Lathrop,4576,7504
Sessions,4576,7504
Treadway,4576,7504
Isaacson,4579,7500
Hung,4580,7499
Weed,4580,7499
Whitlow,4580,7499
Fain,4583,7498
Weiler,4584,7497
Worth,4584,7497
Moye,4586,7496
Settle,4587,7495
Eck,4588,7493
Mao,4588,7493
Gunther,4590,7492
Veal,4591,7491
Frazer,4592,7487
Orta,4592,7487
Strunk,4592,7487
Luckett,4595,7486
Yeh,4595,7486
Pablo,4597,7484
Stephan,4598,7483
Saad,4599,7482
Alcorn,4600,7481
Fincher,4600,7481
Harrelson,4600,7481
Nutter,4603,7480
Maness,4604,7476
Swearingen,4605,7475
Au,4606,7472
Bostick,4606,7472
Carrasquillo,4608,7470
Gaitan,4609,7469
Everson,4610,7467
Kehoe,4610,7467
Posada,4612,7466
Pettigrew,4613,7461
Hair,4614,7460
Vanwinkle,4615,7456
Casto,4616,7455
Eggers,4617,7454
Hibbard,4618,7453
Conlon,4619,7449
Said,4620,7448
Garman,4621,7447
Swank,4622,7445
Chaves,4623,7444
Lemieux,4624,7438
Thomsen,4624,7438
Milburn,4626,7437
Ovalle,4626,7437
Spearman,4626,7437
Burkhardt,4629,7436
Haddock,4630,7429
Wan,4631,7422
Szabo,4632,7419
Rupert,4633,7417
Martinson,4634,7415
Getz,4635,7414
Loredo,4635,7414
Nakamura,4635,7414
Ordaz,4635,7414
Windsor,4639,7413
Deangelis,4640,7411
Sorto,4640,7411
Adhikari,4642,7408
Martini,4643,7404
Brogan,4644,7400
Coggins,4645,7399
Angelo,4646,7397
Southern,4646,7397
Urrutia,4646,7397
Caldera,4649,7396
Frausto,4650,7395
Meng,4651,7390
Savoy,4652,7388
Favela,4653,7384
Grande,4653,7384
Ethridge,4655,7383
Villalpando,4655,7383
Osuna,4657,7382
Dacosta,4658,7380
Alexis,4659,7379
Cass,4659,7379
Fontana,4661,7378
Reuter,4662,7376
Rosser,4662,7376
Leroy,4664,7374
Veliz,4664,7374
Falls,4666,7372
Picard,4666,7372
Yount,4668,7370
Magdaleno,4669,7369
Flora,4670,7368
Newland,4671,7366
Mcewen,4672,7365
Schenk,4672,7365
Sena,4672,7365
Allman,4675,7360
Schoonover,4675,7360
Kremer,4677,7359
Awad,4678,7357
Stidham,4679,7353
Drayton,4680,7352
Haile,4681,7349
Jackman,4682,7348
Mauro,4683,7347
Halsey,4684,7344
Krug,4684,7344
Ballew,4686,7342
Kozak,4686,7342
Mahmood,4686,7342
Bickford,4689,7339
Fryer,4690,7337
Mancilla,4691,7334
Canty,4692,7331
Tiller,4693,7330
Wilke,4693,7330
Servin,4695,7328
Wojcik,4696,7327
Usher,4697,7322
Roller,4698,7319
Segal,4698,7319
Lavender,4700,7312
Lear,4700,7312
Olds,4702,7310
Thibodeau,4702,7310
Whiteman,4702,7310
Lew,4705,7305
Tanaka,4706,7304
Mosby,4707,7301
Durkin,4708,7295
Chaudhry,4709,7292
Wooldridge,4709,7292
Ehlers,4711,7291
Goolsby,4711,7291
Chestnut,4713,7289
Shores,4714,7287
Grasso,4715,7283
Kuhns,4715,7283
Mansour,4717,7278
Whited,4718,7276
Larose,4719,7275
Lemaster,4720,7274
Palomo,4721,7273
Voigt,4722,7271
Langlois,4723,7267
Ni,4723,7267
Suh,4723,7267
Castanon,4726,7266
Horning,4726,7266
Pyles,4728,7262
Raynor,4729,7259
Tobar,4729,7259
Bricker,4731,7257
Brent,4732,7256
Butt,4732,7256
Poland,4734,7253
Sayers,4735,7251
Hendrick,4736,7248
Mcinnis,4736,7248
Schramm,4738,7247
Poling,4739,7242
Meister,4740,7241
Travers,4741,7239
Bernardo,4742,7238
Mulder,4743,7232
Peeples,4744,7231
Barrows,4745,7230
Spruill,4746,7227
Dellinger,4747,7226
Battles,4748,7224
Zimmermann,4749,7223
Ballinger,4750,7222
Pearl,4750,7222
Valente,4752,7213
Andino,4753,7212
Morehead,4753,7212
Stroup,4755,7208
Morrill,4756,7207
Jamieson,4757,7205
Bosch,4758,7204
Holloman,4759,7202
Dhillon,4760,7200
Staten,4760,7200
Flanigan,4762,7197
Jenks,4763,7196
Keyser,4763,7196
Osburn,4763,7196
Ashe,4766,7195
Gearhart,4766,7195
Henke,4766,7195
Ching,4769,7194
Matheson,4770,7193
Ault,4771,7191
Bhatt,4771,7191
Donato,4771,7191
Hecht,4771,7191
Smothers,4775,7188
Donley,4776,7187
Herrin,4777,7183
Hitt,4778,7181
Thames,4779,7180
Mcreynolds,4780,7178
Guess,4781,7177
Johnstone,4782,7176
Lerner,4782,7176
Warfield,4784,7168
Beeler,4785,7166
Rash,4786,7164
Maclean,4787,7163
Spires,4787,7163
Marek,4789,7160
Otis,4789,7160
Barela,4791,7159
Burrow,4791,7159
Steadman,4791,7159
Mcfall,4794,7151
Romine,4795,7143
Toomey,4796,7142
Stegall,4797,7141
Jester,4798,7137
Lora,4798,7137
Vanegas,4798,7137
Cloutier,4801,7134
Mcmichael,4802,7133
Abbas,4803,7132
Recinos,4803,7132
Dell,4805,7130
Flick,4805,7130
Wickham,4807,7129
Deltoro,4808,7127
Silvers,4808,7127
Thang,4810,7126
Friesen,4811,7125
Hazel,4812,7124
Upshaw,4813,7122
Mattison,4814,7119
Mccool,4815,7117
Yager,4815,7117
Bethel,4817,7115
Rinaldi,4818,7114
Utley,4819,7113
Agustin,4820,7112
Bunker,4821,7105
Devito,4821,7105
Berryman,4823,7103
Spradlin,4823,7103
Basile,4825,7101
Folsom,4825,7101
Irons,4827,7099
Amezcua,4828,7096
Carnahan,4828,7096
Laplante,4828,7096
Quiles,4828,7096
Irish,4832,7094
Speed,4833,7092
Ogrady,4834,7088
Place,4835,7083
Berlin,4836,7082
Heflin,4837,7074
Mckeown,4837,7074
Raya,4837,7074
Zamarripa,4837,7074
Luster,4841,7072
Fortier,4842,7071
Taber,4842,7071
Hornsby,4844,7070
Toliver,4845,7069
Cassell,4846,7068
Creighton,4847,7064
Knotts,4847,7064
Boling,4849,7060
Linville,4850,7059
Duckett,4851,7057
Salmeron,4852,7056
Mcdaniels,4853,7055
Spooner,4853,7055
Spitzer,4855,7051
Lindner,4856,7050
Mckeon,4856,7050
Cifuentes,4858,7049
Desmond,4859,7048
Vargo,4859,7048
Knudson,4861,7046
Cui,4862,7042
Pride,4862,7042
Cushman,4864,7041
Deoliveira,4864,7041
Cranford,4866,7039
Mckeever,4867,7036
Nutt,4868,7033
Reitz,4869,7029
Bucher,4870,7027
Beale,4871,7026
Nation,4871,7026
Pointer,4873,7024
Timmerman,4873,7024
Tallman,4875,7022
Keim,4876,7019
Huntington,4877,7018
Penaloza,4877,7018
Hazen,4879,7016
Pellegrino,4880,7013
Dee,4881,7009
Driggers,4882,7008
Franke,4882,7008
Hang,4884,7003
Hsieh,4885,7001
Sparkman,4885,7001
Gilson,4887,6998
Hailey,4888,6996
Moorman,4888,6996
Whitehurst,4890,6993
Molloy,4891,6992
Grim,4892,6990
Talbott,4893,6989
Ivory,4894,6988
Mickelson,4895,6985
Westphal,4896,6984
Hammett,4897,6981
Tibbs,4897,6981
Lindgren,4899,6980
Pedro,4899,6980
Dabney,4901,6979
Pomeroy,4902,6977
Tenney,4902,6977
Pleasant,4904,6972
Damon,4905,6971
Kuehn,4906,6970
Walz,4907,6969
Delafuente,4908,6968
Pettis,4908,6968
Araiza,4910,6967
Trowbridge,4911,6966
Minnick,4912,6965
Mccurry,4913,6964
Batten,4914,6962
Eden,4914,6962
Yamamoto,4916,6961
Pogue,4917,6958
Button,4918,6956
Steel,4919,6955
Woodbury,4920,6953
Manson,4921,6952
Ries,4922,6949
Hintz,4923,6945
Markley,4924,6939
Moll,4925,6932
Bocanegra,4926,6931
Jablonski,4926,6931
Mcgarry,4926,6931
Davalos,4929,6926
Pitman,4930,6923
Fried,4931,6920
Randazzo,4931,6920
Bussey,4933,6919
Delcid,4933,6919
Gerlach,4933,6919
Pabon,4936,6916
Oropeza,4937,6915
Lundgren,4938,6914
Nelms,4939,6913
Michels,4940,6912
Beiler,4941,6911
Fazio,4941,6911
Jeong,4941,6911
Verdugo,4941,6911
Wooden,4941,6911
Oaks,4946,6907
Sasser,4947,6902
Phillip,4948,6901
Pinson,4948,6901
Eby,4950,6900
Lavigne,4951,6896
Archie,4952,6893
Derr,4953,6892
Orosco,4954,6886
Laporte,4955,6882
Strother,4956,6877
Bare,4957,6871
Boren,4957,6871
Kling,4957,6871
Guffey,4960,6863
Bernhardt,4961,6862
Nazario,4962,6861
Rigsby,4963,6857
Sherry,4964,6855
Thach,4964,6855
Spriggs,4966,6854
Welborn,4967,6851
Salomon,4968,6849
Bosley,4969,6848
Angell,4970,6846
Giraldo,4970,6846
Mcdevitt,4972,6845
Mckelvey,4973,6844
Saul,4974,6843
Blodgett,4975,6842
Palm,4975,6842
Landaverde,4977,6838
Rainwater,4978,6835
Rohde,4978,6835
Thornhill,4978,6835
Claudio,4981,6832
Boatwright,4982,6831
Bae,4983,6825
Quan,4983,6825
Bolt,4985,6822
Fiedler,4985,6822
Haque,4987,6820
Matteson,4987,6820
Wallen,4987,6820
Abell,4990,6819
Berkowitz,4990,6819
Crites,4992,6817
Lock,4992,6817
Dizon,4994,6816
Bristow,4995,6815
Simone,4996,6814
Hammock,4997,6810
Kress,4997,6810
Apple,4999,6807
Gladden,5000,6806
Comeaux,5001,6804
Loving,5002,6800
Pippin,5002,6800
Bankston,5004,6799
Sachs,5004,6799
Peltier,5006,6797
Tian,5007,6795
Mckenney,5008,6791
Philip,5009,6790
Plante,5009,6790
Tsang,5011,6788
Brownell,5012,6786
Kingston,5012,6786
Ackley,5014,6785
Sipes,5015,6782
Desantiago,5016,6779
Neel,5017,6778
Cupp,5018,6776
Enright,5018,6776
Tarr,5018,6776
Garrity,5021,6773
Whitmire,5022,6772
Bettencourt,5023,6769
Karim,5024,6766
Shade,5024,6766
Harwell,5026,6762
Garduno,5027,6761
Snook,5028,6760
Gorski,5029,6759
Arango,5030,6757
Fielder,5031,6756
Olivier,5031,6756
Falcone,5033,6753
Stamps,5034,6752
Gaskin,5035,6751
Spurgeon,5036,6750
Fenner,5037,6749
Diep,5038,6748
Hildreth,5039,6747
Binkley,5040,6745
Reiss,5041,6744
Jorgenson,5042,6742
Kaufmann,5042,6742
Spellman,5042,6742
Paw,5045,6741
Whittle,5046,6740
Schlegel,5047,6739
Carreno,5048,6738
Null,5049,6737
Saravia,5050,6734
Lien,5051,6733
Vandenberg,5052,6732
Goodin,5053,6729
Miley,5054,6728
Calvo,5055,6724
Friday,5056,6720
Guido,5057,6718
Langer,5057,6718
Mcdade,5057,6718
Sturdivant,5060,6717
Woodley,5061,6715
Macon,5062,6714
Graziano,5063,6712
Rooks,5063,6712
Bozeman,5065,6709
Wisdom,5065,6709
Cotto,5067,6708
Saxon,5068,6707
Lowman,5069,6705
Wilkie,5069,6705
Munro,5071,6701
Haight,5072,6699
Fife,5073,6697
Hogg,5074,6696
Roddy,5074,6696
Mcbee,5076,6695
Bischoff,5077,6692
Izaguirre,5077,6692
Wellington,5079,6689
Bejarano,5080,6686
Destefano,5080,6686
Ferro,5082,6685
Laurent,5083,6684
Puga,5083,6684
Abad,5085,6683
Glaze,5085,6683
Schlosser,5087,6682
Almond,5088,6677
Ridge,5089,6676
Howes,5090,6675
Mcdougal,5090,6675
Hargrave,5092,6674
Rawlins,5092,6674
Lundquist,5094,6673
Shively,5094,6673
Lao,5096,6668
Frankel,5097,6667
Saeed,5097,6667
Koester,5099,6665
Boynton,5100,6664
Shane,5101,6661
Stillwell,5102,6660
Born,5103,6659
Alberto,5104,6652
Backus,5104,6652
Hartwell,5104,6652
Sidhu,5104,6652
Bice,5108,6641
Borrego,5109,6640
Martindale,5110,6636
Garris,5111,6634
Trainor,5112,6633
Nam,5113,6632
Christ,5114,6629
Penrod,5115,6628
Durden,5116,6627
Bobbitt,5117,6621
Buenrostro,5117,6621
Shivers,5117,6621
Brannan,5120,6615
Pierrelouis,5121,6613
Nesmith,5122,6611
Oxendine,5123,6609
Wallin,5123,6609
Macklin,5125,6605
Booher,5126,6603
Napolitano,5127,6602
Greenwell,5128,6599
Bowlin,5129,6596
Beeson,5130,6595
Casarez,5130,6595
Wainwright,5132,6593
Dejong,5133,6591
Woolsey,5134,6589
Salyer,5135,6588
Garces,5136,6586
Pieper,5136,6586
Judy,5138,6583
Rudy,5139,6582
Mcginley,5140,6581
Monzon,5141,6579
Bowe,5142,6578
Council,5143,6573
Hou,5144,6572
Suazo,5145,6570
Fishman,5146,6569
Dugas,5147,6567
Cowell,5148,6565
Alfred,5149,6564
Mcmaster,5150,6563
Heffernan,5151,6562
Ignacio,5152,6561
Ard,5153,6560
Jessup,5153,6560
Umana,5153,6560
Rigby,5156,6555
Peraza,5157,6554
Chevalier,5158,6553
Cooksey,5159,6552
Ostrowski,5159,6552
Anton,5161,6550
Damian,5161,6550
Styles,5163,6549
Batiste,5164,6544
Stowers,5165,6543
Richie,5166,6542
Furlong,5167,6540
Sinha,5167,6540
Michalski,5169,6539
Thorson,5170,6538
Hochstetler,5171,6537
Rutter,5172,6531
Gastelum,5173,6529
Rath,5174,6527
Doolittle,5175,6526
Gooding,5176,6525
Thornburg,5177,6524
Poulin,5178,6523
Sacco,5179,6520
Gurrola,5180,6519
Slayton,5181,6517
Corder,5182,6512
Holiday,5182,6512
Metzler,5184,6511
Brody,5185,6510
Prior,5186,6508
Ison,5187,6506
Trombley,5188,6505
Corwin,5189,6504
Loftis,5190,6502
Aguero,5191,6499
Paterson,5191,6499
Bordelon,5193,6496
Krauss,5193,6496
Eicher,5195,6493
Baxley,5196,6492
Delapaz,5196,6492
Hass,5196,6492
Smithson,5199,6491
Hughey,5200,6486
Huskey,5200,6486
Underhill,5202,6485
Sarver,5203,6484
Mandel,5204,6483
Siebert,5204,6483
Weatherly,5206,6482
Heffner,5207,6480
Baskin,5208,6478
Mcdougall,5208,6478
Novotny,5210,6473
Pounds,5210,6473
Verduzco,5212,6471
Bickel,5213,6470
